loop_id	fw_null_pval	all_null_pval
1	0.00023679526318238543	0.0005862100276858689
2	9.885879137278222e-07	2.8632430305673583e-06
3	1.35970938520996e-06	5.235672983241536e-06
4	7.795204079248036e-10	3.773581207435112e-07
5	0.34213743119138473	0.06336278374335876
6	0.08473910465027362	0.08572294394665078
