loop_in_contact	nocontact_null_pval	all_null_pval
1	0.2921837167920692	0.4566266262085026
2	0.2418988774864303	0.39214787809477525
3	0.5138757809370508	0.636327551515657
4	0.1812514167248989	0.05981769801202834
5	0.5864167091909234	0.8120949642113757
6	0.473843054240924	0.7924884835619561
