loop_id	fw_null_pval	all_null_pval
1	0.004826633238187984	0.007174762428830644
2	0.26387100377353967	0.3320676014835565
3	0.2968547621864348	0.3276572436929813
4	0.4934173986558045	0.39099676635721026
5	0.025207109600845313	0.0029961652903022318
6	0.9659010227131655	0.9663417134749912
