loop_id	fw_null_pval	all_null_pval
1	0.0005470555973974889	0.0009004276447562059
2	0.002559982430038266	0.00620448745736412
3	0.00014182468588396033	0.00033292315854372074
4	4.354513363910627e-07	7.62596587538519e-12
5	1.2175976460842829e-14	1.5183149786109129e-35
6	0.8914046133439727	0.6180888384920404
